Abstract,predict
"Remove dowhy_causal_discovery_example from tests (#643)

* Remove dowhy_causal_discovery_example from tests

Remove dowhy_causal_discovery_example.ipynb from advanced tests that are run daily. It is failing due to a cdt install problem. Temporarily disabling since we are switching CD implementations.

Signed-off-by: emrekiciman <emrek@microsoft.com>
Signed-off-by: Emre Kiciman <emrek@microsoft.com>

* Update test_notebooks.py

removed spaces that were causing a formatting error

Signed-off-by: emrekiciman <emrek@microsoft.com>
Signed-off-by: Emre Kiciman <emrek@microsoft.com>

* added code for ignoring specified notebook tests

Signed-off-by: Emre Kiciman <emrek@microsoft.com>

Signed-off-by: emrekiciman <emrek@microsoft.com>
Signed-off-by: Emre Kiciman <emrek@microsoft.com>",0
"Functional api/identify effect (#640)

* Functional API: Refactor identify_effect

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* addressing some early comments by Amit

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* run format tool

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Address PR comments

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Imports as top level functions rename defaultidentifier

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Clear output of notebook

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Refactor identify_effect to functions, notebook updates

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Add type hints

Signed-off-by: Andres Morales <andresmor@microsoft.com>

Signed-off-by: Andres Morales <andresmor@microsoft.com>",0
"Make a gcm ICC and FCM unit test less flaky

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Use Poetry 1.2 (#634)

* poetry, ci updates

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* use docs group with the docs task

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* use darthtrevino fork of causalml to experiment with pyproject.toml

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* update poetry.lock

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* move pytest-x libraries to dev deps

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* update causalml dependency to use latest on uber's repo

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* install pdv with pip to match dodiscover's usage

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>
Signed-off-by: Chris Trevino <darthtrevino@gmail.com>",0
"Update README.rst (#641)

* Update README.rst

Added direct link to https://github.com/py-why/dowhy/blob/main/docs/source/contributing/contributing-code.rst that has detailed instructions for code contribution steps

Signed-off-by: emrekiciman <emrek@microsoft.com>

* Update README.rst

fixed link formatting

Signed-off-by: emrekiciman <emrek@microsoft.com>

* Update README.rst

fixed link formatting

Signed-off-by: emrekiciman <emrek@microsoft.com>

* Update README.rst

removed duplicate explicit targets 'here'

Signed-off-by: emrekiciman <emrek@microsoft.com>

Signed-off-by: emrekiciman <emrek@microsoft.com>",0
"Make a gcm independence test less flaky

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix a gcm unit test that was failing

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Revise gcm FCM unit tests

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix flaky gcm test for anomaly scoring with multivariate inputs

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Smaller refactors in tests for auto and density estimator modules

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Refactor distribution change unit tests

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Refactor gcm divergence unit tests

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Update MAINTAINERS.md to add Chris Trevino

Signed-off-by: emrekiciman <emrek@microsoft.com>",0
"Add MVG projects docs

As explained in https://github.com/github/MVG. This adds a MAINTAINERS and a GOVERNANCE file.

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Adding Non Linear Sensitivity Analysis based on partial R2 (#478)

* Adding Non Linear Sensitivity Analysis

Signed-off-by: anusha <anushaagarwal2000.com>

* Adding tests for non linear sensitivity analysis

Signed-off-by: anusha <anushaagarwal2000.com>

* Creating base class and derived class

Signed-off-by: anusha <anushaagarwal2000.com>

* making second stage regression linear for PLM

Signed-off-by: anusha <anushaagarwal2000.com>


* updates to the sensitivity algorithm

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* support for specifying partial R2 or inferring from benchmarking; consistent R2 for alpha

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* updated the notebook and renamed it

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* separated out parameters in two

Signed-off-by: Amit Sharma <amit_sharma@live.com>

Signed-off-by: anusha <anushaagarwal2000.com>
Signed-off-by: Amit Sharma <amit_sharma@live.com>
Co-authored-by: anusha <anushaagarwal2000.com>
Co-authored-by: Amit Sharma <amit_sharma@live.com>",0
"Remove out-of-place LinkedIn link from installation instructions

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Add sphinx_copybutton to documentation generation

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Add support for controlled direct treatment effect (#619)

* adding controlled direct effect to identify step

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* updated parameter name and added documentation

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"CI: Split tests into groups to speed them up (#615)

* add initial test durations

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* add test split

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* mark slow tests as advanced

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* update .gitignore

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* run formatter

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* remove if: conditions from steps

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* mark some tests as slow

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* add nightly gh action

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* remove advanvced mark from propensity score stratification test

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* add test-advanced on-demand workflow

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* update advanced on-demand workflow

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* update advanced tests to check out correct branch and report on progress

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* add matrix strategy to test-advanced

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* use test splits for nightly tests

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* @pytest.mark -> @mark

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>",0
"Replace remaining print statements by appropriate levels of logging (#610)

Signed-off-by: Michael Marien <marien.mich@gmail.com>

Signed-off-by: Michael Marien <marien.mich@gmail.com>",0
"docs: add MichaelMarien as a contributor for doc (#614)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Signed-off-by: Amit Sharma <amit_sharma@live.com>
Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>
Co-authored-by: Amit Sharma <amit_sharma@live.com>",0
"Docs for contributing code (#606)

* Added documentation for getting started with local development and contributing code to DoWhy

* removed virtualenv instructions, corrected type and added more graphviz info

* added clarification on virtualenv and about testing single files

* added DCO clarification and reformat intendation for nicer list enumaration

* added information about updating Poetry dependencies

* added formatting instructions

* added format fixing instructions

Signed-off-by: Michael Marien <marien.mich@gmail.com>
Co-authored-by: Amit Sharma <amit_sharma@live.com>",0
"docs: add darthtrevino as a contributor for code (#613)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"docs: add bkowshik as a contributor for code (#612)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"Rename master branch to main branch along with fixing the Binder link (#585)

* Rename master branch to main

Signed-off-by: Bhargav Kowshik <bhargav.kowshik@gmail.com>

* fixed merge

* updated merge issues

Signed-off-by: Bhargav Kowshik <bhargav.kowshik@gmail.com>
Signed-off-by: Amit Sharma <amit_sharma@live.com>
Co-authored-by: Amit Sharma <amit_sharma@live.com>",0
"Add formatting check to CI (updated) (#608)

* update workflow to include formatting

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* execute formatter

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>",0
"Add dependency to resolve security alert (#602)

* define mistune semver range to avoid cve

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* update nbconvert to prerelease version

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* run poetry update

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* remove mistune specification, the update should be picked up with nbconvert update

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* update poetry.lock

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>",0
"docs: add yemaedahrav as a contributor for code (#607)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"Progress bar for refutation tests (#567)

* fixed warnings and progrss bar improvements

Fixed the warnings arising in propensity score estimators and added optional progress bars for refuters

Signed-off-by: Amey Varhade <ameyvarhade@gmail.com>

* code struture improvements

Signed-off-by: Amey Varhade <ameyvarhade@gmail.com>

* removed vscode references

* Added progress bar for dummy outcome refuter

Signed-off-by: Amey Varhade <ameyvarhade@gmail.com>

Signed-off-by: Amey Varhade <ameyvarhade@gmail.com>
Co-authored-by: Amit Sharma <amit_sharma@live.com>",0
"Fix broken links to the gcm documentation page

Signed-off-by: Kailash Budhathoki <111277+kailashbuki@users.noreply.github.com>",0
"Small correction in estimate_ftest_pvalue

The error for the model without inputs should be based on the difference of the observed values to the mean in the training data set. However, the mean of the test set was used instead.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Use Poetry for Managing Dependencies, Tasks, and Package Builds (#584)

* replace legacy build and dependency systems with poetry

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* remove style=semver config

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* update pip install of poetry-dynamic-versioning

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* pin llvmlite to version used by causalml; update python range accordingly

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* add note about networkx requirement; remove pandas-stubs, pytest-xdist for futures PRs

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* update poetry.lock

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* remove import from _version

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* PR comments

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* move sphinx, sphinxscontrib-googleanalytics to poetry

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* add some missing Sphinx dependencies; ignore generated documentation path

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* add pandoc dependency for documentation generation

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* add rpy2 to build-and-publish-docs action

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* add cuda, r dependencies

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* use the original image for the docs build

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* use updated docker image for generating docs

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* move documentation dependencies into poetry as 'docs' optional

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>",0
"docs: add esmucler as a contributor for code (#593)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"Algorithms for efficient adjustment (backdoor) sets (#549)

* cp class with undirected and flow graph methods
Signed-off-by: Ezequiel Smucler <“ezequiels.90@gmail.com”>
Signed-off-by: Ezequiel Smucler <ezequiels.90@gmail.com>

* add costs and several test instances

Signed-off-by: Ezequiel Smucler <“ezequiels.90@gmail.com”>
Signed-off-by: Ezequiel Smucler <ezequiels.90@gmail.com>

* formatting, more examples

Signed-off-by: Ezequiel Smucler <“ezequiels.90@gmail.com”>
Signed-off-by: Ezequiel Smucler <ezequiels.90@gmail.com>

* modify identify_ate_affect, adjust tests

Signed-off-by: Ezequiel Smucler <“ezequiels.90@gmail.com”>
Signed-off-by: Ezequiel Smucler <ezequiels.90@gmail.com>

* Add some docstrings, assert on costs and conditional_node_names and some fixes to the tests

Signed-off-by: Ezequiel Smucler <“ezequiels.90@gmail.com”>
Signed-off-by: Ezequiel Smucler <ezequiels.90@gmail.com>

* add shrier graph, fix error in check for sufficient condition, add test, warn on no costs passed only when mincost method is used

Signed-off-by: Ezequiel Smucler <“ezequiels.90@gmail.com”>
Signed-off-by: Ezequiel Smucler <ezequiels.90@gmail.com>

* add example nb

Signed-off-by: Ezequiel Smucler <“ezequiels.90@gmail.com”>
Signed-off-by: Ezequiel Smucler <ezequiels.90@gmail.com>",0
